"Date Printed: Tuesday, June 6, 2023 11:21:49 AM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Asian | Black/African American | Hispanic/Latino | White | Female | Male | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2022 are considered preliminary (subject to a 12-month reporting delay). Inclusion of 2022 data in trend assessments is discouraged. Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Data by transmission category presented based on assigned sex at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2015","New Hampshire","33","Ages 13 years and older","Asian","Female","All transmission categories","Data suppressed","Data suppressed","16,158"
"HIV diagnoses","2015","New Hampshire","33","Ages 13 years and older","Asian","Male","All transmission categories","Data suppressed","Data suppressed","14,625"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","White","Female","All transmission categories","Data suppressed","Data suppressed","539,392"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","White","Male","All transmission categories","Data suppressed","Data suppressed","520,142"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","Data suppressed","Data suppressed","15,977"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","Data suppressed","Data suppressed","16,604"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","5,500"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","Black/African American","Male","All transmission categories","Data suppressed","Data suppressed","7,458"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","Asian","Female","All transmission categories","Data suppressed","Data suppressed","15,359"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","Asian","Male","All transmission categories","Data suppressed","Data suppressed","13,871"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","White","Female","All transmission categories","Data suppressed","Data suppressed","537,133"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","White","Male","All transmission categories","Data suppressed","Data suppressed","516,669"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","Data suppressed","Data suppressed","15,296"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","Data suppressed","Data suppressed","15,822"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","5,385"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","Black/African American","Male","All transmission categories","Data suppressed","Data suppressed","7,196"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","Asian","Female","All transmission categories","Data suppressed","Data suppressed","14,584"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","Asian","Male","All transmission categories","Data suppressed","Data suppressed","13,134"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","White","Female","All transmission categories","Data suppressed","Data suppressed","536,715"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","White","Male","All transmission categories","Data suppressed","Data suppressed","515,136"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","Data suppressed","Data suppressed","14,666"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","Data suppressed","Data suppressed","15,085"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","5,260"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","Black/African American","Male","All transmission categories","Data suppressed","Data suppressed","7,032"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","Asian","Female","All transmission categories","Data suppressed","Data suppressed","13,783"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","Asian","Male","All transmission categories","Data suppressed","Data suppressed","12,436"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","White","Female","All transmission categories","Data suppressed","Data suppressed","535,294"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","White","Male","All transmission categories","Data suppressed","Data suppressed","513,374"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","Data suppressed","Data suppressed","13,984"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","Data suppressed","Data suppressed","14,179"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","4,917"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","Black/African American","Male","All transmission categories","Data suppressed","Data suppressed","6,640"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","Asian","Female","All transmission categories","Data suppressed","Data suppressed","12,960"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","Asian","Male","All transmission categories","Data suppressed","Data suppressed","11,649"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","White","Female","All transmission categories","Data suppressed","Data suppressed","534,122"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","White","Male","All transmission categories","Data suppressed","Data suppressed","512,014"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","Data suppressed","Data suppressed","13,355"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","Data suppressed","Data suppressed","13,352"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","4,623"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","Black/African American","Male","All transmission categories","Data suppressed","Data suppressed","6,301"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","Asian","Female","All transmission categories","Data suppressed","Data suppressed","12,142"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","Asian","Male","All transmission categories","Data suppressed","Data suppressed","10,865"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","White","Female","All transmission categories","Data suppressed","Data suppressed","539,867"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","White","Male","All transmission categories","Data suppressed","Data suppressed","514,766"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","Data suppressed","Data suppressed","12,772"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","Data suppressed","Data suppressed","13,979"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","4,970"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","Black/African American","Male","All transmission categories","Data suppressed","Data suppressed","6,278"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","Asian","Female","All transmission categories","Data suppressed","Data suppressed","10,054"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","Asian","Male","All transmission categories","Data suppressed","Data suppressed","9,901"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","White","Female","All transmission categories","Data suppressed","Data suppressed","538,340"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","White","Male","All transmission categories","Data suppressed","Data suppressed","513,353"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","Data suppressed","Data suppressed","12,305"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","Data suppressed","Data suppressed","13,402"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","4,771"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","Black/African American","Male","All transmission categories","Data suppressed","Data suppressed","5,996"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","Asian","Female","All transmission categories","Data suppressed","Data suppressed","9,822"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","Asian","Male","All transmission categories","Data suppressed","Data suppressed","9,734"
"HIV diagnoses","2021","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","23","1.0","2,218,179"
"HIV diagnoses","2021","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","147","6.9","2,124,063"
"HIV diagnoses","2021","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","77","9.7","789,883"
"HIV diagnoses","2021","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","380","47.9","793,124"
"HIV diagnoses","2021","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","140","26.0","538,326"
"HIV diagnoses","2021","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","310","64.8","478,043"
"HIV diagnoses","2021","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","3","0.7","406,691"
"HIV diagnoses","2021","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","23","6.0","384,159"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","18","0.8","2,236,031"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","108","5.0","2,139,575"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","56","7.2","776,270"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","278","35.6","780,383"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","75","14.0","536,529"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","224","47.1","475,722"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","5","1.2","401,014"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","8","2.1","379,160"
"HIV diagnoses","2019","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","34","1.6","2,185,741"
"HIV diagnoses","2019","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","149","7.2","2,055,845"
"HIV diagnoses","2019","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","66","9.0","731,959"
"HIV diagnoses","2019","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","339","46.6","727,236"
"HIV diagnoses","2019","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","125","24.2","515,798"
"HIV diagnoses","2019","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","300","66.7","450,031"
"HIV diagnoses","2019","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","3","0.8","381,434"
"HIV diagnoses","2019","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","18","5.1","356,377"
"HIV diagnoses","2018","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","26","1.2","2,204,949"
"HIV diagnoses","2018","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","156","7.5","2,071,629"
"HIV diagnoses","2018","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","62","8.6","719,035"
"HIV diagnoses","2018","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","323","45.2","715,293"
"HIV diagnoses","2018","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","121","23.5","514,817"
"HIV diagnoses","2018","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","251","56.0","448,037"
"HIV diagnoses","2018","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","5","1.3","375,808"
"HIV diagnoses","2018","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","19","5.4","351,023"
"HIV diagnoses","2017","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","29","1.3","2,223,751"
"HIV diagnoses","2017","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","124","5.9","2,086,590"
"HIV diagnoses","2017","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","60","8.5","704,775"
"HIV diagnoses","2017","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","358","51.0","702,049"
"HIV diagnoses","2017","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","173","33.6","514,623"
"HIV diagnoses","2017","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","301","67.4","446,768"
"HIV diagnoses","2017","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","5","1.3","370,398"
"HIV diagnoses","2017","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","18","5.2","345,488"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","41","1.8","2,241,400"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","170","8.1","2,101,017"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","81","11.7","689,526"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","356","51.7","688,560"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","135","26.3","513,858"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","303","68.1","445,184"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","3","0.8","361,051"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","16","4.8","336,129"
"HIV diagnoses","2015","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","28","1.2","2,259,906"
"HIV diagnoses","2015","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","156","7.4","2,115,651"
"HIV diagnoses","2015","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","78","11.5","677,077"
"HIV diagnoses","2015","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","344","50.8","676,930"
"HIV diagnoses","2015","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","162","31.5","513,808"
"HIV diagnoses","2015","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","336","75.8","443,408"
"HIV diagnoses","2015","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","2","0.6","352,719"
"HIV diagnoses","2015","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","26","7.9","328,250"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","31","1.4","2,277,955"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","154","7.2","2,130,684"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","101","15.2","664,364"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","346","52.0","665,912"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","167","32.6","512,937"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","353","79.9","441,537"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","2","0.6","343,910"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","10","3.1","321,038"
"HIV diagnoses","2013","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","37","1.6","2,293,357"
"HIV diagnoses","2013","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","190","8.9","2,141,624"
"HIV diagnoses","2013","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","93","14.3","651,290"
"HIV diagnoses","2013","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","298","45.6","653,510"
"HIV diagnoses","2013","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","151","29.5","511,445"
"HIV diagnoses","2013","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","326","74.3","438,594"
"HIV diagnoses","2013","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","2","0.6","336,832"
"HIV diagnoses","2013","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","12","3.8","314,873"
"HIV diagnoses","2012","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","32","1.4","2,306,931"
"HIV diagnoses","2012","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","186","8.6","2,150,371"
"HIV diagnoses","2012","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","72","11.3","638,309"
"HIV diagnoses","2012","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","336","52.4","640,771"
"HIV diagnoses","2012","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","189","37.1","509,408"
"HIV diagnoses","2012","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","334","76.7","435,218"
"HIV diagnoses","2012","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","3","0.9","329,579"
"HIV diagnoses","2012","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","19","6.2","308,272"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","32","1.4","2,319,225"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","179","8.3","2,158,002"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","77","12.3","625,488"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","267","42.5","628,663"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","171","33.7","506,951"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","337","78.0","431,888"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","1","0.3","322,038"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","7","2.3","301,145"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","33","1.4","2,331,921"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","164","7.6","2,164,902"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","123","20.2","610,170"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","351","57.1","614,177"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","180","35.7","504,474"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","357","83.2","429,050"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","2","0.6","313,251"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","12","4.1","292,479"
"HIV diagnoses","2009","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","31","1.3","2,366,112"
"HIV diagnoses","2009","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","177","8.0","2,206,934"
"HIV diagnoses","2009","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","95","17.4","545,120"
"HIV diagnoses","2009","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","331","57.9","571,632"
"HIV diagnoses","2009","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","228","45.7","498,485"
"HIV diagnoses","2009","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","359","82.4","435,472"
"HIV diagnoses","2009","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","8","2.9","278,440"
"HIV diagnoses","2009","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","12","4.4","269,946"
"HIV diagnoses","2008","New Jersey","34","Ages 13 years and older","White","Female","All transmission categories","35","1.5","2,373,704"
"HIV diagnoses","2008","New Jersey","34","Ages 13 years and older","White","Male","All transmission categories","186","8.4","2,210,288"
"HIV diagnoses","2008","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","115","21.7","529,669"
"HIV diagnoses","2008","New Jersey","34","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","299","53.9","554,972"
"HIV diagnoses","2008","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","232","46.8","495,368"
"HIV diagnoses","2008","New Jersey","34","Ages 13 years and older","Black/African American","Male","All transmission categories","411","95.0","432,422"
"HIV diagnoses","2008","New Jersey","34","Ages 13 years and older","Asian","Female","All transmission categories","1","0.4","270,470"
"HIV diagnoses","2008","New Jersey","34","Ages 13 years and older","Asian","Male","All transmission categories","6","2.3","262,651"
"HIV diagnoses","2021","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","3","0.9","345,255"
"HIV diagnoses","2021","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","31","9.1","341,218"
"HIV diagnoses","2021","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","9","2.1","431,166"
"HIV diagnoses","2021","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","71","16.8","423,744"
"HIV diagnoses","2021","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","2","13.7","14,610"
"HIV diagnoses","2021","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","5","24.6","20,343"
"HIV diagnoses","2021","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","16,798"
"HIV diagnoses","2021","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","1","7.5","13,421"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","2","0.6","347,520"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","22","6.4","343,486"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","1","0.2","426,385"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","68","16.2","419,267"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","1","7.0","14,338"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","2","10.0","20,001"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","16,598"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","3","22.7","13,235"
"HIV diagnoses","2019","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","6","1.7","352,318"
"HIV diagnoses","2019","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","29","8.5","342,247"
"HIV diagnoses","2019","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","10","2.4","420,025"
"HIV diagnoses","2019","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","86","21.1","408,387"
"HIV diagnoses","2019","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","2","14.1","14,139"
"HIV diagnoses","2019","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","7","35.8","19,556"
"HIV diagnoses","2019","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","16,294"
"HIV diagnoses","2019","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","1","7.8","12,791"
"HIV diagnoses","2018","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","3","0.8","353,819"
"HIV diagnoses","2018","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","29","8.4","343,364"
"HIV diagnoses","2018","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","11","2.7","414,837"
"HIV diagnoses","2018","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","73","18.1","403,619"
"HIV diagnoses","2018","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","1","7.2","13,835"
"HIV diagnoses","2018","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","7","36.6","19,100"
"HIV diagnoses","2018","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","1","6.3","15,981"
"HIV diagnoses","2018","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","1","8.1","12,382"
"HIV diagnoses","2017","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","3","0.8","355,976"
"HIV diagnoses","2017","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","36","10.4","345,690"
"HIV diagnoses","2017","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","8","1.9","410,259"
"HIV diagnoses","2017","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","63","15.8","399,300"
"HIV diagnoses","2017","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","2","14.7","13,619"
"HIV diagnoses","2017","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","8","42.6","18,779"
"HIV diagnoses","2017","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","15,622"
"HIV diagnoses","2017","New Mexico","35","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","12,126"
"HIV diagnoses","2016","New Mexico","35","Ages 13 years and older","White","Female","All transmission categories","3","0.8","358,647"
"HIV diagnoses","2016","New Mexico","35","Ages 13 years and older","White","Male","All transmission categories","26","7.5","348,330"
"HIV diagnoses","2016","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","9","2.2","405,922"
"HIV diagnoses","2016","New Mexico","35","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","80","20.2","395,163"
"HIV diagnoses","2016","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","13,570"
"HIV diagnoses","2016","New Mexico","35","Ages 13 years and older","Black/African American","Male","All transmission categories","3","16.1","18,627"
"HIV diagnoses","2016","New Mexico","35","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","15,480"
